Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Jocasta Rupert,Medium,Technology,Office Machines,South,Regular Air,13.99
Stuart Van,Not Specified,Office Supplies,Storage & Organization,East,Regular Air,35
Natalie Webber,High,Technology,Computer Peripherals,South,Regular Air,19.99
Dennis Bolton,Critical,Technology,Office Machines,Central,Delivery Truck,16.63
Mary O'Rourke,Medium,Furniture,Office Furnishings,Central,Express Air,8.66
Brian DeCherney,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,7.19
Nicole Brennan,High,Office Supplies,Pens & Art Supplies,East,Regular Air,4.82
Robert Barroso,Low,Office Supplies,Pens & Art Supplies,East,Regular Air,0.94
Robert Barroso,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Robert Barroso,Low,Office Supplies,Rubber Bands,East,Regular Air,1.35
Grant Carroll,Medium,Office Supplies,Paper,East,Regular Air,5.83
Victor Price,Medium,Technology,Office Machines,South,Delivery Truck,26.3
Larry Blacks,Not Specified,Technology,Computer Peripherals,South,Regular Air,5.53
Harold Ryan,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,4.71
Harold Ryan,Critical,Technology,Computer Peripherals,East,Express Air,1.99
Luke Weiss,Critical,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.3
Eugene Moren,High,Office Supplies,Envelopes,South,Express Air,2.5
Darren Budd,Low,Furniture,Office Furnishings,Central,Regular Air,5.58
Joe Elijah,Medium,Office Supplies,Storage & Organization,South,Regular Air,5.5
Kalyca Meade,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,2.99
Troy Blackwell,Low,Office Supplies,Paper,South,Regular Air,10.75
Mark Cousins,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Andrew Roberts,Not Specified,Furniture,Bookcases,West,Delivery Truck,66.27
Georgia Rosenberg,Medium,Technology,Telephones and Communication,South,Regular Air,8.99
Sally Knutson,Not Specified,Office Supplies,Appliances,Central,Regular Air,4.5
Sally Knutson,Not Specified,Technology,Computer Peripherals,Central,Regular Air,1.99
Sally Knutson,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Jack O'Briant,Medium,Technology,Computer Peripherals,South,Regular Air,6.5
Jasper Cacioppo,Low,Office Supplies,"Scissors, Rulers and Trimmers",East,Express Air,3.6
Michelle Ellison,Low,Office Supplies,Rubber Bands,Central,Regular Air,0.94
Dave Hallsten,High,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Mitch Willingham,Not Specified,Office Supplies,Appliances,South,Regular Air,4.5
Denise Monton,Medium,Furniture,Office Furnishings,South,Regular Air,5.3
Denise Monton,Medium,Technology,Telephones and Communication,South,Regular Air,5.92
Denise Monton,Medium,Office Supplies,Paper,South,Express Air,9.03
Lisa DeCherney,Not Specified,Technology,Office Machines,Central,Regular Air,6.3
Fred Chung,High,Office Supplies,Pens & Art Supplies,East,Regular Air,0.81
Brad Norvell,Critical,Office Supplies,Envelopes,Central,Regular Air,1.39
Brad Norvell,Critical,Furniture,Tables,Central,Delivery Truck,84.84
Benjamin Farhat,Low,Office Supplies,"Scissors, Rulers and Trimmers",West,Express Air,3.37
John Murray,Critical,Office Supplies,Envelopes,West,Regular Air,1.39
John Murray,Critical,Technology,Office Machines,West,Regular Air,13.99
John Murray,Critical,Office Supplies,Paper,West,Regular Air,7.49
Lena Radford,Not Specified,Office Supplies,Appliances,East,Regular Air,4.98
Lena Radford,Not Specified,Office Supplies,Paper,East,Express Air,8.19
Lisa Ryan,Critical,Furniture,Chairs & Chairmats,West,Delivery Truck,57
Lisa Ryan,Critical,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,3.37
Keith Dawkins,High,Furniture,Tables,South,Delivery Truck,85.63
Keith Dawkins,High,Technology,Telephones and Communication,South,Regular Air,8.99
Erica Hernandez,High,Technology,Telephones and Communication,East,Express Air,5.31
Ed Braxton,Medium,Office Supplies,Paper,South,Express Air,6.6
Ionia McGrath,Critical,Office Supplies,Pens & Art Supplies,South,Express Air,8.99
Ionia McGrath,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
Brenda Bowman,Critical,Office Supplies,Storage & Organization,East,Regular Air,4.53
Nora Price,Not Specified,Office Supplies,Labels,South,Regular Air,0.5
Philip Fox,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,7.19
Philip Fox,Critical,Office Supplies,Pens & Art Supplies,East,Express Air,2.03
Darrin Sayre,Not Specified,Office Supplies,Labels,East,Regular Air,0.5
Darrin Sayre,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
Bill Eplett,Low,Office Supplies,Appliances,East,Regular Air,49
Claudia Miner,Low,Technology,Office Machines,Central,Delivery Truck,17.85
Claudia Miner,Low,Office Supplies,Storage & Organization,Central,Regular Air,6.13
Edward Nazzal,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,5.41
Edward Nazzal,Critical,Furniture,Office Furnishings,Central,Regular Air,4.57
Adam Hart,High,Office Supplies,Pens & Art Supplies,West,Regular Air,0.7
Parhena Norris,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.95
Parhena Norris,Not Specified,Furniture,Office Furnishings,Central,Regular Air,4
Parhena Norris,Not Specified,Office Supplies,Rubber Bands,Central,Regular Air,0.78
Beth Thompson,High,Furniture,Office Furnishings,Central,Express Air,5.81
Toby Carlisle,Not Specified,Technology,Computer Peripherals,South,Regular Air,6.5
Toby Carlisle,Not Specified,Office Supplies,Paper,South,Express Air,6.6
Claire Good,Critical,Technology,Telephones and Communication,West,Regular Air,8.99
Sara Luxemburg,Low,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
Sara Luxemburg,Low,Office Supplies,Paper,East,Regular Air,8.4
Joseph Airdo,Critical,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.93
Tanja Norvell,High,Technology,Telephones and Communication,South,Regular Air,0.99
Tanja Norvell,High,Furniture,Bookcases,Central,Delivery Truck,58.72
Tanja Norvell,High,Furniture,Tables,Central,Delivery Truck,52.2
Helen Wasserman,High,Office Supplies,Storage & Organization,East,Regular Air,35
Helen Wasserman,High,Furniture,Tables,East,Delivery Truck,42.52
Helen Wasserman,High,Technology,Telephones and Communication,East,Regular Air,2.79
Dianna Wilson,Not Specified,Technology,Computer Peripherals,East,Regular Air,7.18
Evan Minnotte,Not Specified,Technology,Office Machines,Central,Delivery Truck,14.7
Harold Dahlen,High,Technology,Telephones and Communication,South,Regular Air,0.99
Vivek Grady,Low,Office Supplies,Pens & Art Supplies,East,Regular Air,8.99
Vivek Grady,Low,Office Supplies,Storage & Organization,East,Regular Air,35
Chad Sievert,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.3
Chad Sievert,High,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,8.37
Jas O'Carroll,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.98
Jas O'Carroll,Medium,Furniture,Office Furnishings,Central,Regular Air,34.2
Jas O'Carroll,Medium,Furniture,Office Furnishings,East,Express Air,6.38
Cynthia Delaney,Not Specified,Technology,Office Machines,South,Regular Air,19.99
Cynthia Delaney,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,8.74
Jack O'Briant,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,7.78
Jack O'Briant,Medium,Office Supplies,Paper,South,Regular Air,4.91
Guy Armstrong,Not Specified,Furniture,Bookcases,Central,Delivery Truck,26.74
John Castell,Not Specified,Technology,Office Machines,East,Delivery Truck,48.26
Patrick Ryan,Not Specified,Office Supplies,Rubber Bands,South,Regular Air,1.35
Allen Rosenblatt,Critical,Office Supplies,Labels,Central,Regular Air,0.5
Dianna Vittorini,Not Specified,Furniture,Tables,West,Delivery Truck,27.75
Michael Dominguez,Critical,Office Supplies,Binders and Binder Accessories,East,Express Air,9.07
Michael Grace,High,Furniture,Office Furnishings,South,Regular Air,3.62
Michael Grace,High,Furniture,Office Furnishings,South,Regular Air,6.77
Shui Tom,Not Specified,Technology,Telephones and Communication,West,Regular Air,2.79
Denise Monton,Medium,Office Supplies,Envelopes,South,Regular Air,14.72
Denise Monton,Medium,Office Supplies,Paper,South,Regular Air,5.43
Roy Phan,Medium,Technology,Office Machines,West,Regular Air,13.99
Odella Nelson,High,Furniture,Chairs & Chairmats,East,Delivery Truck,28.63
Dario Medina,High,Office Supplies,Envelopes,West,Express Air,5.3
Sarah Bern,Medium,Office Supplies,Binders and Binder Accessories,Central,Express Air,6.97
Brendan Sweed,High,Office Supplies,Paper,South,Express Air,6.79
Brendan Sweed,High,Office Supplies,Storage & Organization,South,Regular Air,11.52
Michelle Arnett,Low,Office Supplies,Labels,Central,Regular Air,0.5
Michelle Arnett,Low,Office Supplies,Rubber Bands,Central,Regular Air,2.58
Ross Baird,Not Specified,Technology,Telephones and Communication,South,Regular Air,8.99
Darren Powers,Medium,Office Supplies,Paper,West,Express Air,7.37
Gary Hwang,Medium,Technology,Office Machines,South,Express Air,13.99
Gary Hwang,Medium,Office Supplies,Paper,South,Regular Air,5.84
Bradley Talbott,Not Specified,Office Supplies,Pens & Art Supplies,East,Regular Air,2.36
Beth Thompson,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,8.83
Beth Thompson,High,Furniture,Tables,Central,Delivery Truck,60
Jonathan Doherty,Critical,Office Supplies,Envelopes,South,Regular Air,9.83
Jonathan Doherty,Critical,Furniture,Tables,South,Delivery Truck,27.75
Anemone Ratner,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,11.55
Bill Overfelt,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Bill Overfelt,Low,Office Supplies,Paper,East,Express Air,10.75
Liz Willingham,Low,Office Supplies,Labels,East,Regular Air,0.5
Michael Nguyen,Low,Office Supplies,Storage & Organization,Central,Regular Air,9.69
Sarah Foster,Medium,Office Supplies,Appliances,Central,Express Air,4.62
Sarah Foster,Medium,Furniture,Chairs & Chairmats,Central,Delivery Truck,42
Sarah Foster,Medium,Technology,Computer Peripherals,Central,Regular Air,4
Joseph Airdo,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.97
Chris Cortes,Not Specified,Office Supplies,Binders and Binder Accessories,West,Express Air,1.49
Chris Cortes,Not Specified,Technology,Office Machines,West,Delivery Truck,29.7
Liz Price,Not Specified,Technology,Office Machines,Central,Regular Air,7.51
Marc Crier,Critical,Office Supplies,Binders and Binder Accessories,South,Express Air,5.41
Christina Vanderzanden,Critical,Office Supplies,Storage & Organization,Central,Regular Air,19.99
Susan Vittorini,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,9.07
Katherine Ducich,Not Specified,Office Supplies,Paper,South,Regular Air,1.6
Katherine Ducich,Not Specified,Office Supplies,Binders and Binder Accessories,West,Regular Air,6.05
Guy Armstrong,High,Office Supplies,Storage & Organization,Central,Regular Air,9.99
Guy Armstrong,High,Furniture,Tables,Central,Regular Air,69
Theresa Swint,Medium,Office Supplies,Storage & Organization,South,Regular Air,8.64
Jim Epp,Low,Furniture,Chairs & Chairmats,South,Delivery Truck,69.55
Jim Epp,Low,Office Supplies,Paper,South,Regular Air,14.3
Jennifer Halladay,Critical,Technology,Office Machines,Central,Delivery Truck,17.85
Natalie Webber,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,7.17
Thais Sissman,Medium,Office Supplies,Storage & Organization,South,Regular Air,35
Toby Grace,Critical,Office Supplies,Binders and Binder Accessories,South,Express Air,15.01
Harry Marie,Not Specified,Technology,Office Machines,South,Regular Air,8.51
Ken Dana,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,8.99
Deborah Brumfield,Low,Furniture,Chairs & Chairmats,East,Delivery Truck,28.16
Brian Derr,Not Specified,Office Supplies,Appliances,Central,Delivery Truck,15.66
Lisa DeCherney,Low,Office Supplies,Paper,South,Regular Air,0.95
Lisa DeCherney,Low,Office Supplies,Rubber Bands,South,Express Air,1.02
John Dryer,High,Technology,Office Machines,South,Regular Air,6.3
Sanjit Chand,Medium,Technology,Telephones and Communication,Central,Regular Air,19.99
Richard Bierner,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,2.99
Richard Bierner,Medium,Office Supplies,Paper,South,Regular Air,1.3
Adam Bellavance,Not Specified,Office Supplies,Storage & Organization,Central,Express Air,35
Adam Bellavance,Not Specified,Furniture,Tables,Central,Delivery Truck,27.75
Alejandro Ballentine,High,Office Supplies,Storage & Organization,West,Express Air,9.99
Alejandro Ballentine,High,Technology,Telephones and Communication,West,Express Air,7.69
Julie Prescott,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Sylvia Foulston,High,Office Supplies,Envelopes,Central,Regular Air,12.39
Dan Lawera,Not Specified,Office Supplies,Appliances,Central,Regular Air,3.5
Vivek Sundaresam,Medium,Furniture,Chairs & Chairmats,East,Delivery Truck,30
Shui Tom,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,1.93
Shui Tom,Low,Technology,Telephones and Communication,West,Regular Air,8.8
Frank Merwin,Medium,Office Supplies,Labels,West,Regular Air,0.5
Dean Percer,Medium,Furniture,Bookcases,South,Delivery Truck,35.89
Dean Percer,Medium,Technology,Copiers and Fax,South,Regular Air,24.49
Patrick Bzostek,Critical,Office Supplies,Appliances,West,Regular Air,5.15
Patrick Bzostek,Critical,Furniture,Chairs & Chairmats,West,Delivery Truck,56
Patrick Bzostek,Critical,Furniture,Office Furnishings,West,Regular Air,5.16
Patrick Bzostek,Critical,Furniture,Office Furnishings,West,Regular Air,3.68
Aleksandra Gannaway,High,Office Supplies,Binders and Binder Accessories,South,Regular Air,11.51
Aleksandra Gannaway,High,Office Supplies,Paper,South,Express Air,1.93
Aleksandra Gannaway,High,Furniture,Tables,South,Delivery Truck,16.01
Jim Kriz,Critical,Office Supplies,Appliances,East,Express Air,49
Joy Bell,Critical,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,3.14
Shirley Schmidt,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,5.14
Shirley Schmidt,High,Furniture,Tables,East,Delivery Truck,51.94
Jennifer Halladay,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Muhammed Yedwab,Medium,Furniture,Chairs & Chairmats,East,Delivery Truck,30
Muhammed Yedwab,Medium,Technology,Telephones and Communication,South,Regular Air,8.99
Ruben Dartt,Low,Furniture,Chairs & Chairmats,West,Delivery Truck,23.76
Ruben Dartt,Low,Office Supplies,Labels,West,Express Air,0.99
Becky Castell,Not Specified,Technology,Telephones and Communication,Central,Regular Air,5.03
Ionia McGrath,Not Specified,Technology,Computer Peripherals,South,Regular Air,5.89
Ionia McGrath,Not Specified,Office Supplies,Labels,South,Regular Air,0.49
Ritsa Hightower,Medium,Office Supplies,Paper,Central,Express Air,6.93
Deborah Brumfield,Low,Technology,Telephones and Communication,East,Regular Air,8.99
Chuck Magee,High,Technology,Computer Peripherals,Central,Regular Air,5.5
Cindy Stewart,Low,Technology,Office Machines,West,Delivery Truck,14
Tracy Collins,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
Christopher Conant,Critical,Furniture,Office Furnishings,West,Regular Air,5.71
Anthony Johnson,High,Office Supplies,Appliances,Central,Regular Air,4.98
Anthony Johnson,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Anthony Johnson,High,Technology,Computer Peripherals,Central,Regular Air,1.99
Neoma Murray,Medium,Technology,Telephones and Communication,South,Regular Air,8.99
Carol Darley,Medium,Furniture,Chairs & Chairmats,West,Regular Air,24.49
Carol Darley,Medium,Technology,Computer Peripherals,West,Express Air,2.83
Nancy Lomonaco,Low,Technology,Computer Peripherals,Central,Regular Air,7.18
Larry Tron,Low,Office Supplies,Paper,West,Express Air,9.17
Greg Guthrie,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,7.47
Greg Guthrie,Critical,Furniture,Tables,Central,Delivery Truck,75.23
Nick Zandusky,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,11.51
Dan Lawera,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.95
Dan Lawera,Critical,Technology,Office Machines,Central,Delivery Truck,28.14
Dan Lawera,Critical,Office Supplies,"Scissors, Rulers and Trimmers",Central,Express Air,3.37
Trudy Bell,High,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,4.68
Pauline Chand,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Carlos Daly,Critical,Technology,Telephones and Communication,Central,Regular Air,8.99
Sally Hughsby,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Vicky Freymann,Critical,Technology,Telephones and Communication,Central,Regular Air,1.25
Guy Thornton,Medium,Office Supplies,Rubber Bands,Central,Express Air,0.78
Guy Thornton,Medium,Technology,Telephones and Communication,Central,Regular Air,8.8
Tony Molinari,Not Specified,Furniture,Chairs & Chairmats,West,Delivery Truck,30
Tony Molinari,Not Specified,Office Supplies,Storage & Organization,West,Express Air,4.51
Thomas Thornton,Low,Office Supplies,Paper,West,Express Air,9.03
Cindy Stewart,High,Office Supplies,Storage & Organization,West,Regular Air,9.99
Sean O'Donnell,Critical,Technology,Telephones and Communication,East,Regular Air,8.99
Clay Ludtke,High,Office Supplies,Labels,East,Regular Air,0.5
Bruce Degenhardt,Critical,Office Supplies,Storage & Organization,West,Regular Air,35
Bruce Degenhardt,Critical,Office Supplies,Storage & Organization,West,Regular Air,5.8
Michael Chen,High,Office Supplies,"Scissors, Rulers and Trimmers",East,Regular Air,4.59
Scot Wooten,Not Specified,Furniture,Office Furnishings,South,Regular Air,6.92
Thomas Thornton,Low,Technology,Telephones and Communication,West,Regular Air,3.9
Neil Ducich,High,Technology,Telephones and Communication,Central,Regular Air,5.92
Linda Southworth,Low,Office Supplies,Envelopes,South,Regular Air,1.39
Linda Southworth,Low,Furniture,Chairs & Chairmats,South,Delivery Truck,14.19
Linda Southworth,Low,Office Supplies,Pens & Art Supplies,South,Regular Air,0.83
Ellis Ballard,Medium,Furniture,Office Furnishings,East,Express Air,4.86
Ellis Ballard,Medium,Furniture,Office Furnishings,East,Regular Air,34.2
Anna Andreadi,Critical,Office Supplies,Storage & Organization,Central,Regular Air,19.99
Luke Weiss,Not Specified,Furniture,Office Furnishings,Central,Express Air,24.49
Luke Weiss,Not Specified,Furniture,Office Furnishings,Central,Regular Air,3.92
Carlos Soltero,Not Specified,Technology,Telephones and Communication,Central,Express Air,5
Luke Foster,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,2.99
Theresa Coyne,High,Office Supplies,Paper,Central,Regular Air,1.3
Eric Murdock,Not Specified,Technology,Telephones and Communication,East,Regular Air,5.92
Sean O'Donnell,Low,Office Supplies,Appliances,East,Regular Air,5.15
Sean O'Donnell,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Sean O'Donnell,Low,Furniture,Office Furnishings,East,Regular Air,24.49
Cari Schnelling,High,Furniture,Office Furnishings,Central,Regular Air,24.49
Mark Packer,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,15.1
Katherine Hughes,High,Office Supplies,Appliances,South,Regular Air,4.5
Katherine Hughes,High,Technology,Copiers and Fax,South,Regular Air,24.49
Tom Prescott,Medium,Technology,Computer Peripherals,West,Regular Air,5.5
Jonathan Doherty,High,Office Supplies,Binders and Binder Accessories,South,Regular Air,11.51
Jim Epp,High,Office Supplies,Paper,South,Regular Air,7.64
Jim Epp,High,Office Supplies,Paper,South,Regular Air,5.66
Eleni McCrary,High,Furniture,Tables,East,Delivery Truck,45.7
Nat Carroll,High,Office Supplies,Binders and Binder Accessories,East,Express Air,1.49
Nat Carroll,High,Office Supplies,Envelopes,East,Regular Air,9.83
Eleni McCrary,Low,Furniture,Office Furnishings,East,Regular Air,4
John Lucas,Medium,Technology,Telephones and Communication,East,Regular Air,5.99
Katharine Harms,Low,Furniture,Tables,West,Delivery Truck,60
Michael Grace,Not Specified,Technology,Office Machines,South,Regular Air,13.99
Michael Grace,Not Specified,Office Supplies,Paper,South,Regular Air,9.03
Michael Grace,Not Specified,Office Supplies,Paper,South,Regular Air,4.86
Michael Grace,Not Specified,Office Supplies,Pens & Art Supplies,South,Express Air,7.73
Corey Lock,Low,Furniture,Bookcases,West,Delivery Truck,35.84
Mitch Gastineau,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,2.99
Mitch Gastineau,Critical,Furniture,Office Furnishings,West,Regular Air,7.58
Tim Brockman,High,Furniture,Bookcases,West,Delivery Truck,36.09
Tim Brockman,High,Technology,Telephones and Communication,West,Regular Air,5
Tom Prescott,Low,Office Supplies,Binders and Binder Accessories,West,Express Air,2.99
Toby Carlisle,Medium,Technology,Computer Peripherals,South,Regular Air,1.99
Tracy Collins,Not Specified,Office Supplies,Labels,South,Regular Air,7.5
Sarah Jordon,Low,Furniture,Office Furnishings,Central,Regular Air,8.99
Theone Pippenger,Not Specified,Technology,Office Machines,Central,Delivery Truck,33.6
Theone Pippenger,Not Specified,Office Supplies,Paper,Central,Regular Air,9.86
Jack O'Briant,Medium,Office Supplies,Labels,South,Regular Air,0.5
Meg O'Connel,Low,Office Supplies,Paper,Central,Express Air,5.68
Meg O'Connel,Critical,Furniture,Tables,Central,Delivery Truck,60
Tim Taslimi,Medium,Technology,Computer Peripherals,West,Regular Air,4
Theone Pippenger,High,Furniture,Office Furnishings,Central,Regular Air,5.57
Theone Pippenger,High,Furniture,Tables,Central,Delivery Truck,51.94
Jamie Frazer,Medium,Technology,Computer Peripherals,South,Regular Air,5.89
Lena Creighton,Low,Office Supplies,Labels,Central,Regular Air,0.5
Lena Creighton,Low,Office Supplies,Paper,Central,Regular Air,5.49
Tony Sayre,Not Specified,Office Supplies,Rubber Bands,West,Regular Air,0.8
Tony Sayre,Not Specified,Office Supplies,Storage & Organization,West,Regular Air,7.04
Saphhira Shifley,Medium,Technology,Computer Peripherals,South,Regular Air,1.99
Greg Guthrie,Not Specified,Furniture,Office Furnishings,Central,Regular Air,11.17
Philisse Overcash,Medium,Office Supplies,Pens & Art Supplies,Central,Express Air,8.99
Liz Willingham,Low,Office Supplies,Paper,East,Regular Air,7.44
Liz Willingham,Low,Technology,Telephones and Communication,East,Express Air,3.9
Liz MacKendrick,High,Office Supplies,Appliances,South,Regular Air,13.66
Berenike Kampe,Critical,Furniture,Office Furnishings,West,Regular Air,13.99
Berenike Kampe,Critical,Office Supplies,Paper,West,Regular Air,7.54
Berenike Kampe,Critical,Office Supplies,Rubber Bands,West,Regular Air,1.56
Helen Andreada,Low,Office Supplies,Paper,West,Regular Air,5.16
Justin Hirsh,Critical,Technology,Office Machines,Central,Regular Air,5.99
Pauline Chand,Medium,Office Supplies,Storage & Organization,Central,Regular Air,35
Pauline Chand,Medium,Technology,Telephones and Communication,Central,Express Air,0.99
Patrick O'Brill,Critical,Technology,Computer Peripherals,Central,Express Air,4
Patrick O'Brill,Critical,Office Supplies,Storage & Organization,Central,Regular Air,8.22
Adrian Barton,Not Specified,Technology,Office Machines,West,Regular Air,24.49
Adrian Barton,Not Specified,Office Supplies,Paper,West,Express Air,4.39
Adrian Barton,Not Specified,Office Supplies,Paper,West,Regular Air,6.15
Adrian Barton,Not Specified,Office Supplies,Paper,West,Regular Air,5.67
Liz Pelletier,Medium,Office Supplies,Appliances,South,Delivery Truck,60
Liz Pelletier,Medium,Office Supplies,Storage & Organization,South,Regular Air,11.52
Frank Atkinson,High,Office Supplies,Pens & Art Supplies,East,Express Air,4.17
Craig Carroll,High,Office Supplies,Paper,West,Regular Air,5.79
Craig Carroll,High,Office Supplies,Pens & Art Supplies,West,Regular Air,2.4
Greg Guthrie,Not Specified,Office Supplies,Paper,Central,Regular Air,6.92
Greg Guthrie,Not Specified,Furniture,Tables,Central,Delivery Truck,60
David Philippe,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,4.08
Rob Haberlin,Critical,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Stephanie Ulpright,Not Specified,Office Supplies,Pens & Art Supplies,East,Regular Air,1
Stephanie Ulpright,Not Specified,Office Supplies,Storage & Organization,East,Regular Air,19.99
Stephanie Ulpright,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,7.01
Stephanie Ulpright,Not Specified,Furniture,Chairs & Chairmats,East,Delivery Truck,58.92
Ben Peterman,Medium,Office Supplies,Storage & Organization,East,Regular Air,4.51
Michelle Huthwaite,Critical,Furniture,Office Furnishings,East,Regular Air,5.33
Roy Skaria,Low,Technology,Computer Peripherals,Central,Regular Air,19.99
Roy Skaria,Low,Office Supplies,Paper,Central,Regular Air,2.97
Rachel Payne,High,Office Supplies,Paper,South,Regular Air,5.97
Rachel Payne,High,Technology,Office Machines,South,Delivery Truck,28.06
Rachel Payne,High,Office Supplies,Pens & Art Supplies,South,Regular Air,0.96
Rachel Payne,Not Specified,Office Supplies,Labels,South,Express Air,0.49
Rachel Payne,Not Specified,Office Supplies,Storage & Organization,South,Express Air,19.99
Craig Molinari,Low,Office Supplies,Envelopes,South,Regular Air,5.3
Bill Overfelt,Not Specified,Office Supplies,Rubber Bands,East,Regular Air,0.94
Lauren Leatherbury,Not Specified,Office Supplies,Paper,West,Regular Air,5.37
Harold Pawlan,Medium,Office Supplies,Labels,Central,Regular Air,0.5
Mike Kennedy,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,19.99
Mike Kennedy,Medium,Technology,Computer Peripherals,Central,Regular Air,7.18
Rob Beeghly,Low,Office Supplies,Appliances,South,Delivery Truck,60
Rob Beeghly,Low,Office Supplies,Labels,South,Regular Air,0.5
Rob Beeghly,Low,Office Supplies,Paper,South,Express Air,2.26
Rob Beeghly,Low,Office Supplies,Binders and Binder Accessories,Central,Express Air,8.94
Brian Stugart,Medium,Office Supplies,Paper,East,Regular Air,5.79
Brian Stugart,Medium,Furniture,Tables,East,Delivery Truck,29.21
Brian Stugart,Medium,Furniture,Tables,East,Delivery Truck,89.3
Lena Creighton,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,35
Michael Granlund,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.71
Anthony Rawles,Low,Office Supplies,Binders and Binder Accessories,West,Regular Air,9.92
Anthony Rawles,Low,Technology,Telephones and Communication,West,Regular Air,3
Tamara Manning,Low,Office Supplies,Paper,West,Regular Air,5.81
Tamara Manning,Low,Office Supplies,Storage & Organization,West,Regular Air,35
Shui Tom,Medium,Furniture,Chairs & Chairmats,West,Regular Air,24.49
Shui Tom,Medium,Technology,Telephones and Communication,West,Express Air,1.25
Shui Tom,Medium,Technology,Telephones and Communication,West,Regular Air,3.9
Muhammed Yedwab,High,Office Supplies,Paper,South,Regular Air,2.15
Victor Price,Critical,Technology,Telephones and Communication,South,Regular Air,5
Monica Federle,Not Specified,Furniture,Office Furnishings,Central,Regular Air,19.99
Monica Federle,Not Specified,Office Supplies,Paper,Central,Regular Air,8.68
Art Foster,High,Technology,Computer Peripherals,West,Regular Air,3.62
James Lanier,High,Office Supplies,Appliances,Central,Delivery Truck,42.52
Jim Radford,Low,Technology,Telephones and Communication,Central,Regular Air,5.63
Ivan Gibson,High,Technology,Computer Peripherals,Central,Regular Air,4.38
Dorris Love,High,Office Supplies,Paper,East,Regular Air,9.86
Dorris Love,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,7.27
Dorris Love,High,Office Supplies,Labels,East,Regular Air,0.5
Sharelle Roach,Medium,Technology,Telephones and Communication,West,Regular Air,0.99
Irene Maddox,High,Office Supplies,Paper,West,Regular Air,6.47
Irene Maddox,High,Technology,Telephones and Communication,West,Regular Air,8.8
Allen Rosenblatt,Not Specified,Technology,Office Machines,Central,Delivery Truck,56.14
